client id	hotel id	hotel Name	number of rooms	category of room	hotel Address	price for the night	is balcon	is late Checkout	user check in datetime	user check out datetime	booking channel	length of Stay	room service ordered	num adults	num children	amenities used	payment method
773	64	Provide Grand Hotel	41	Suite	клх Кулунда, пер. Безымянный, д. 4, 822896	4918.62	False	False	2023-10-21 19:54:07	2023-10-26 19:54:07	Online	2	True	3	0	Spa	КРЕДИТНАЯ КАРТА
774	76	Or Grand Hotel	165	Superior	п. Ярославль, ш. Фадеева, д. 320 к. 25, 510506	4203.3	False	False	2023-09-21 12:30:12	2023-09-28 12:30:12	Online_NatuUX	3	False	2	0	Spa	ДЕБЕТОВАЯ КАРТА
775	44	Condition Boutique Hotel	31	Standard	г. Каменномостский, наб. Лермонтова, д. 65, 340358	9838.43	True	False	2023-04-30 03:14:06	2023-05-05 03:14:06	Travel Agency	3	True	3	1	   Бассейн  	НАЛИЧНЫЕ
776	52	Product Boutique Hotel	182	Superior	к. Ясный (Оренб.), бул. Кубанский, д. 549 к. 58, 810970	7129.36	False	True	2023-11-15 00:03:06	2023-11-17 00:03:06	Online	3	False	3	2	Spa	БАНКОВСКИЙ ПЕРЕВОД
777	80	Heart Spa	103	Superior	клх Пушкино (Моск.), пер. Хвойный, д. 70, 803311	2000.0	False	False	2023-10-16 10:12:52	2023-10-22 10:12:52	Online	3	False	3	2	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
778	6	Book Hotel	137	Suite	ст. Онега, пер. Белинского, д. 5/7 стр. 1, 790830	2797.25	False	False	2023-03-07 01:02:39	2023-03-14 01:02:39	Online	4	False	1	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
779	49	People Luxury Hotel	138	Standard	с. Ржев, пр. Новоселов, д. 289 к. 7/5, 279218	2824.98	False	False	2023-03-20 18:40:48	2023-03-26 18:40:48	Online	6	False	2	0		НАЛИЧНЫЕ
780	36	Key Grand Hotel	86	Superior	д. Дербент, ул. Омская, д. 708 к. 55, 100235	4759.35	True	True	2023-09-29 22:02:51	2023-10-01 22:02:51	Phone	2	False	3	1		НАЛИЧНЫЕ
781	49	Thus Spa	131	Suite	ст. Южно-Курильск, ул. Бригадная, д. 926, 021507	4735.39	False	False	2023-07-13 23:05:23	2023-07-20 23:05:23	Online_MIkXIK	4	True	2	0		ДЕБЕТОВАЯ КАРТА
782	46	Data Boutique Hotel	79	Superior	ст. Южно-Курильск, ул. Бригадная, д. 926, 021507	7007.84	True	False	2023-01-03 18:02:46	2023-01-11 18:02:46	Phone	2	True	1	2		БАНКОВСКИЙ ПЕРЕВОД
783	20	Red Inn	183	Standard	п. Снежинск, бул. Шаумяна, д. 555 к. 321, 474975	4163.73	False	False	2023-07-15 19:41:35	2023-07-21 19:41:35	Online	4	False	2	1	   Бассейн  	ДЕБЕТОВАЯ КАРТА
784	70	Religious Boutique Hotel	126	Standard	с. Черемхово, бул. Спортивный, д. 432 к. 8, 188144	5728.12	True	False	2023-02-25 12:31:09	2023-03-02 12:31:09	Online_cidoMU	6	False	3	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
785	3	Evening Grand Hotel	82	Superior	с. Челюскин, наб. Безымянная, д. 335 стр. 806, 495013	2354.35	False	False	2023-08-30 20:28:32	2023-09-05 20:28:32	Online	6	False	3	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
786	52		52	Suite			False	True	2023-08-27 22:50:35	2023-08-30 22:50:35	Online	3	False	3	1	   Бассейн  	КРЕДИТНАЯ КАРТА
787	8	From Lodge	110	Standard	с. Шадринск, пер. Омский, д. 26 к. 4/9, 639875	7136.8	False	False	2023-02-09 16:27:37	2023-02-17 16:27:37	Online	5	True	1	1		ДЕБЕТОВАЯ КАРТА
788	46	From Lodge	90	Standard	г. Сыктывкар, ш. 40 лет Октября, д. 6/4 стр. 2/1, 057968	9562.75	False	True	2023-01-19 17:05:40	2023-01-27 17:05:40	Online	6	False	1	2	Spa	НАЛИЧНЫЕ
789	24	Mother Luxury Hotel	162	Suite	клх Приозерск, алл. Громова, д. 7 к. 8, 549883	8620.58	True	False	2023-05-08 08:04:04	2023-05-15 08:04:04	Phone	3	False	2	2	Spa	КРЕДИТНАЯ КАРТА
790	29	With Grand Hotel	193	Standard	с. Черемхово, бул. Спортивный, д. 432 к. 8, 188144	2000.0	False	True	2023-09-30 08:07:35	2023-10-02 08:07:35	Online	2	False	3	1	Spa	НАЛИЧНЫЕ
791	40	Hotel Hotel	26	Standard	клх Устюжна, ш. Парковое, д. 7/6, 833833	4803.71	False	False	2023-10-23 21:35:58	2023-10-26 21:35:58	Online	1	False	3	1	   Бассейн  	НАЛИЧНЫЕ
792	54	Perform Hotel	50	Suite	с. Гремячинск (Бурят.), ш. Ясное, д. 731 к. 470, 473778	7125.21	True	False	2023-08-23 20:57:57	2023-08-31 20:57:57	Travel Agency	5	True	3	0		ДЕБЕТОВАЯ КАРТА
793	57	Make Boutique Hotel	164	Suite	п. Забайкальск, наб. Трудовая, д. 23 к. 30, 790420	8921.82	False	False	2023-08-07 15:51:08	2023-08-15 15:51:08	Online	3	True	1	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
794	27	Production Spa	185	Superior	г. Южно-Курильск, ул. Кузнецова, д. 4/6, 039620	3441.06	False	False	2023-01-21 16:50:34	2023-01-27 16:50:34	Phone	6	True	3	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
795	67	Truth Resort	134	Standard	п. Снежинск, бул. Шаумяна, д. 555 к. 321, 474975	5273.84	False	False	2023-11-10 02:52:42	2023-11-19 02:52:42	Phone	4	False	1	1	   Бассейн  	КРЕДИТНАЯ КАРТА
796	58	Wish Luxury Hotel	26	Suite	клх Пушкино (Моск.), пер. Хвойный, д. 70, 803311	4614.75	False	False	2023-02-01 10:08:29	2023-02-07 10:08:29	Phone	6	True	1	0		КРЕДИТНАЯ КАРТА
797	62	Consider Lodge	186	Superior	с. Карпинск, ул. Папанина, д. 39 к. 6, 184020	4487.14	False	False	2023-12-10 12:53:04	2023-12-11 12:53:04	Travel Agency	2	True	1	0	   Бассейн  	КРЕДИТНАЯ КАРТА
798	94	Pressure Inn	189	Standard	к. Ногинск (Моск.), ул. Поселковая, д. 7/8, 190571	3403.0	False	True	2023-04-06 01:31:57	2023-04-14 01:31:57	Phone	2	False	3	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
799	100	Work Grand Hotel	82	Suite	г. Октябрьский (Башк.), ш. Чкалова, д. 29 к. 5/4, 686760	4923.61	False	False	2023-03-05 07:30:57	2023-03-08 07:30:57	Online	5	False	1	2	Тренажёрный зал	НАЛИЧНЫЕ
800	55	Arrive Lodge	140	Standard	с. Гремячинск (Бурят.), ш. Ясное, д. 731 к. 470, 473778	5530.95	False	False	2023-04-28 05:22:04	2023-05-05 05:22:04	Online	4	False	3	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
801	88	Drug Resort	191	Suite	г. Петушки, ш. Февральское, д. 89 стр. 1, 078202	6194.9	True	False	2023-03-24 16:32:31	2023-03-25 16:32:31	Travel Agency	5	True	1	2	   Бассейн  	КРЕДИТНАЯ КАРТА
802	23	Paper Resort	43	Suite	с. Ржев, пр. Новоселов, д. 289 к. 7/5, 279218	6677.3	False	False	2023-08-11 16:44:24	2023-08-19 16:44:24	Online	3	False	1	0	   Бассейн  	ДЕБЕТОВАЯ КАРТА
803	56	Final Spa	42	Suite	д. Дербент, ул. Омская, д. 708 к. 55, 100235	4233.93	False	False	2023-10-04 00:16:53	2023-10-10 00:16:53	Online	6	True	3	1	Spa	КРЕДИТНАЯ КАРТА
804	43	Whatever Boutique Hotel	106	Standard	д. Переславль-Залесский, ул. Крылова, д. 1/8, 293922	2841.96	False	True	2023-09-08 13:09:53	2023-09-14 13:09:53	Online	6	False	3	0	   Бассейн  	НАЛИЧНЫЕ
805	30	Prove Grand Hotel	88	Superior	к. Абакан, пер. Коммунаров, д. 641 стр. 903, 088714	3592.96	True	True	2023-05-07 15:28:40	2023-05-15 15:28:40	Online	5	False	2	0	   Бассейн  	КРЕДИТНАЯ КАРТА
806	47	Let Inn	86	Suite	клх Меренга, алл. Песочная, д. 46 стр. 778, 865142	2000.0	False	False	2023-06-24 10:17:56	2023-06-27 10:17:56	Online	3	True	3	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
807	38	Arrive Lodge	105	Standard	г. Екатеринбург, алл. Рязанская, д. 221 к. 47, 305506	6330.47	False	False	2023-11-02 04:42:28	2023-11-08 04:42:28	Phone	4	False	1	0		БАНКОВСКИЙ ПЕРЕВОД
808	13	Head Lodge	198	Superior	с. Иркутск, наб. Нижняя, д. 5/2, 251148	6027.58	False	False	2023-09-14 00:46:37	2023-09-22 00:46:37	Online	5	False	3	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
809	42	Attack Lodge	144	Superior	п. Губаха, ул. Минская, д. 2 к. 82, 921767	9228.22	False	False	2023-04-20 07:50:18	2023-04-26 07:50:18	Travel Agency	2	True	1	2	Spa	ДЕБЕТОВАЯ КАРТА
810	27	Page Hotel	179	Standard	г. Южно-Курильск, ул. Кузнецова, д. 4/6, 039620	3592.77	False	False	2023-10-22 18:18:23	2023-10-28 18:18:23	Online	2	False	3	1	Spa	КРЕДИТНАЯ КАРТА
811	80	Out Grand Hotel	86	Suite	с. Прохладный, бул. Морозова, д. 8/3 к. 492, 711068	3971.73	False	False	2023-11-20 03:50:48	2023-11-29 03:50:48	Online	2	False	2	2	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
812	6	Page Hotel	98	Suite	клх Устюжна, ш. Парковое, д. 7/6, 833833	4780.37	False	False	2023-12-06 01:09:27	2023-12-07 01:09:27	Phone	4	False	3	2	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
813	51	Consider Lodge	66	Standard	к. Улан-Удэ, ш. Киевское, д. 6/5 стр. 5/5, 550301	5664.11	False	False	2023-04-28 13:39:35	2023-04-30 13:39:35	Online	5	False	2	1	   Бассейн  	КРЕДИТНАЯ КАРТА
814	93	Yard Lodge	29	Standard	п. Эльбрус, алл. Смоленская, д. 9/3 стр. 68, 511073	9607.46	True	True	2023-03-27 00:03:42	2023-04-03 00:03:42	Online	1	False	2	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
815	35		43	Standard		6590.72	False	False	2023-05-26 10:48:21	2023-05-31 10:48:21	Phone	1	False	3	2		КРЕДИТНАЯ КАРТА
816	52	Treat Grand Hotel	131	Superior	к. Шерегеш, ш. Буденного, д. 70, 017407	2000.0	True	False	2023-03-09 21:19:35	2023-03-16 21:19:35	Online	2	False	1	2	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
817	58	Ahead Resort	20	Superior	п. Снежинск, бул. Шаумяна, д. 555 к. 321, 474975	2803.66	False	False	2023-07-28 06:00:13	2023-08-04 06:00:13	Phone	6	True	2	2	   Бассейн  	КРЕДИТНАЯ КАРТА
818	50	Condition Boutique Hotel	37	Superior	с. Гремячинск (Бурят.), ш. Ясное, д. 731 к. 470, 473778	6413.6	True	False	2023-02-25 18:53:06	2023-03-03 18:53:06	Phone	3	True	2	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
819	14	Truth Resort	148	Suite	с. Усть-Катав, бул. З.Космодемьянской, д. 9 стр. 479, 138121	6116.31	False	True	2023-10-03 11:32:17	2023-10-08 11:32:17	Online_hOVWNR	4	True	3	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
820	60	Civil Inn	178	Suite	п. Эльбрус, алл. Смоленская, д. 9/3 стр. 68, 511073	4808.11	True	False	2023-03-20 01:10:00	2023-03-22 01:10:00	Phone	3	False	1	1	   Бассейн  	КРЕДИТНАЯ КАРТА
821	4	Already Inn	56	Suite	к. Усинск, алл. Кузнецкая, д. 9/1, 598562	10676.48	False	False	2023-07-14 07:33:04	2023-07-20 07:33:04	Online	6	True	1	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
822	65	Work Grand Hotel	108	Standard	п. Зеленоград, ш. Лесхозное, д. 806, 764497	4240.53	True	False	2023-12-11 20:39:52	2023-12-12 20:39:52	Phone	5	True	3	0	Spa	КРЕДИТНАЯ КАРТА
823	6	Yard Lodge	50	Standard	клх Суздаль, алл. Производственная, д. 919 к. 8/1, 862197	2036.62	True	False	2023-02-27 19:58:34	2023-03-02 19:58:34	Travel Agency	5	False	1	1		КРЕДИТНАЯ КАРТА
824	1	Ahead Resort	161	Suite	д. Карабулак, бул. Поселковый, д. 91 стр. 6, 404459	7490.21	True	False	2023-12-02 17:31:28	2023-12-09 17:31:28	Online	2	True	3	0	Spa	КРЕДИТНАЯ КАРТА
825	94	Artist Grand Hotel	53	Superior	клх Пушкино (Моск.), пер. Хвойный, д. 70, 803311	7153.59	True	False	2023-05-31 05:06:28	2023-06-06 05:06:28	Online	3	False	2	0	   Бассейн  	ДЕБЕТОВАЯ КАРТА
826	81	War Grand Hotel	100	Suite	д. Оленек, ул. Жданова, д. 479 стр. 51, 706307	10133.42	False	False	2023-10-10 21:00:57	2023-10-14 21:00:57	Online	11	False	3	1	   Бассейн  	КРЕДИТНАЯ КАРТА
827	72	Book Hotel	182	Superior	ст. Серафимович, ул. Привокзальная, д. 9/5 к. 468, 588334	4208.84	False	True	2023-12-10 21:50:37	2023-12-12 21:50:37	Online	3	False	1	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
828	47	Pressure Inn	169	Suite	клх Пушкино (Моск.), пер. Хвойный, д. 70, 803311	3127.84	True	False	2023-05-22 11:28:08	2023-05-30 11:28:08	Online	1	False	3	0	Spa	КРЕДИТНАЯ КАРТА
829	37	Truth Resort	164	Standard	к. Усинск, алл. Кузнецкая, д. 9/1, 598562	7580.83	False	True	2023-06-26 08:16:07	2023-06-28 08:16:07	Phone	3	False	1	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
830	36	Republican Grand Hotel	111	Superior	к. Апрелевка, ш. Вольное, д. 44, 226680	6760.39	False	False	2023-09-13 13:28:10	2023-09-20 13:28:10	Online	4	False	2	2		НАЛИЧНЫЕ
831	93	Product Boutique Hotel	113	Standard	г. Санкт-Петербург, наб. Поперечная, д. 6/7 стр. 678, 833095	6146.88	False	False	2023-09-02 10:49:35	2023-09-09 10:49:35	Phone	4	False	2	2	   Бассейн  	НАЛИЧНЫЕ
832	95	Evening Grand Hotel	162	Suite	д. Переславль-Залесский, ул. Крылова, д. 1/8, 293922	3192.51	False	False	2023-11-15 03:23:06	2023-11-19 03:23:06	Phone	5	False	3	2	   Бассейн  	КРЕДИТНАЯ КАРТА
833	58	Take Luxury Hotel	112	Suite	клх Южно-Курильск, пр. Медицинский, д. 6/3 стр. 974, 847462	8112.16	True	False	2023-11-02 21:23:17	2023-11-06 21:23:17	Phone	5	False	3	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
834	87	Paper Resort	46	Standard	к. Улан-Удэ, ш. Киевское, д. 6/5 стр. 5/5, 550301	4986.56	False	False	2023-03-01 21:34:33	2023-03-02 21:34:33	Online	5	True	1	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
835	2	Prove Grand Hotel	61	Suite	клх Меренга, алл. Песочная, д. 46 стр. 778, 865142	7132.11	False	False	2023-08-08 09:09:33	2023-08-14 09:09:33	Travel Agency	4	False	2	2	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
836	8	War Grand Hotel	98	Standard	с. Дзержинск, ул. Громова, д. 3/1 стр. 9/7, 442892	4909.01	False	False	2023-02-24 14:06:41	2023-02-27 14:06:41	Online_erqadb	4	False	3	2	   Бассейн  	ДЕБЕТОВАЯ КАРТА
837	16	Course Boutique Hotel	102	Suite	с. Усть-Катав, бул. З.Космодемьянской, д. 9 стр. 479, 138121	5393.64	False	False	2023-08-26 03:53:03	2023-09-04 03:53:03	Online	3	False	1	1	Spa	КРЕДИТНАЯ КАРТА
838	40	Evening Grand Hotel	54	Standard	клх Курск, ул. Свободы, д. 12 к. 5/5, 171609	2000.0	False	True	2023-04-17 07:33:20	2023-04-23 07:33:20	Phone	4	False	3	1	   Бассейн  	ДЕБЕТОВАЯ КАРТА
839	15	Event Inn	179	VIP	клх Певек, ул. Энергетиков, д. 515, 425275	2128.34	True	False	2023-03-25 07:34:41	2023-03-30 07:34:41	Online	5	False	1	1	Spa	ДЕБЕТОВАЯ КАРТА
840	48	Evening Grand Hotel	127	Deluxe	д. Чусовой, алл. 70 лет Октября, д. 599 стр. 1/3, 216857	6433.15	False	False	2023-04-09 03:31:38	2023-04-17 03:31:38	Travel Agency	6	False	2	2		БАНКОВСКИЙ ПЕРЕВОД
841	16	Evening Grand Hotel	35	Suite	п. Оймякон, алл. Гвардейская, д. 7/6 стр. 7, 142214	9338.97	False	False	2023-05-10 16:22:16	2023-05-13 16:22:16	Phone	3	False	3	1	Тренажёрный зал	НАЛИЧНЫЕ
842	53	Prove Grand Hotel	69	Suite	с. Новый Уренгой, пр. Шишкина, д. 30 к. 5/6, 748388	3442.55	False	False	2023-09-03 20:24:20	2023-09-05 20:24:20	Phone	3	False	1	2	   Бассейн  	КРЕДИТНАЯ КАРТА
843	46	Call Lodge	158	Suite	с. Карпинск, ул. Папанина, д. 39 к. 6, 184020	4970.49	True	False	2023-04-11 06:06:19	2023-04-20 06:06:19	Online	7	False	1	0	   Бассейн  	КРЕДИТНАЯ КАРТА
844	12	Hotel Hotel	30	Deluxe	клх Меренга, алл. Песочная, д. 46 стр. 778, 865142	3524.75	True	False	2023-12-23 11:53:15	2023-12-31 11:53:15	Online	3	False	2	2		ДЕБЕТОВАЯ КАРТА
845	86	Paper Resort	145	Superior	клх Певек, ул. Энергетиков, д. 515, 425275		False	True	2023-10-31 11:43:42	2023-11-03 11:43:42	Travel Agency	3	False	3	0	   Бассейн  	КРЕДИТНАЯ КАРТА
846	6	Yourself Luxury Hotel	41	Standard	к. Котельнич, алл. Добролюбова, д. 96 к. 703, 441616	5033.11	False	False	2023-02-21 16:51:16	2023-03-02 16:51:16	Online	5	False	3	0	   Бассейн  	КРЕДИТНАЯ КАРТА
847	18	Event Inn	155	Superior	д. Шаховская, наб. 60 лет СССР, д. 10 к. 6/3, 761076	7507.95	False	True	2023-11-03 23:02:44	2023-11-06 23:02:44	Online	2	True	3	2	   Бассейн  	КРЕДИТНАЯ КАРТА
848	66	Call Lodge	184	Suite	с. Пятигорск, бул. Придорожный, д. 93 к. 2, 355614	7260.61	False	True	2023-05-28 23:10:33	2023-05-31 23:10:33	Online	7	False	3	2	   Бассейн  	ДЕБЕТОВАЯ КАРТА
849	21	Data Boutique Hotel	89	Standard	клх Кулунда, пер. Безымянный, д. 4, 822896	2669.43	True	False	2023-02-15 03:12:37	2023-02-18 03:12:37	Online	2	True	2	2		КРЕДИТНАЯ КАРТА
850	46	Red Inn	52	Suite	ст. Териберка, бул. Байкальский, д. 80 стр. 6/3, 169939		True	False	2023-01-16 06:52:51	2023-01-23 06:52:51	Online_mVmPBI	5	True	3	2		ДЕБЕТОВАЯ КАРТА
851	97	Take Luxury Hotel	56	Superior	клх Вологда, ул. Горняцкая, д. 1, 499690	9408.83	True	False	2023-09-12 11:24:45	2023-09-18 11:24:45	Online	4	False	1	1	   Бассейн  	КРЕДИТНАЯ КАРТА
852	42	Mother Luxury Hotel	72	Standard	клх Курск, ул. Свободы, д. 12 к. 5/5, 171609	5050.37	False	False	2023-08-01 11:24:41	2023-08-02 11:24:41	Online	2	False	2	2	   Бассейн  	КРЕДИТНАЯ КАРТА
853	3	Age Luxury Hotel	44	Suite	ст. Новый Оскол, наб. Тельмана, д. 3 стр. 23, 577903		True	False	2023-11-07 04:08:00	2023-11-13 04:08:00	Online_gjqvtn	2	False	1	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
854	33	Agreement Spa	183	Deluxe	д. Шаховская, наб. 60 лет СССР, д. 10 к. 6/3, 761076		False	True	2023-07-20 06:14:05	2023-07-28 06:14:05	Online	2	False	2	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
855	70	Recent Luxury Hotel	25	Suite	г. Каменномостский, наб. Лермонтова, д. 65, 340358	8087.49	False	False	2023-08-01 06:48:02	2023-08-05 06:48:02	Online	2	False	1	1	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
856	63	End Grand Hotel	130	Suite	ст. Серафимович, ул. Привокзальная, д. 9/5 к. 468, 588334	8671.6	False	False	2023-07-31 23:02:26	2023-08-09 23:02:26	Online_QoRKyF	7	False	3	2	Spa	КРЕДИТНАЯ КАРТА
857	73	Crime Boutique Hotel	176	Standard	п. Ярославль, ш. Фадеева, д. 320 к. 25, 510506	3492.59	False	False	2023-08-02 06:38:39	2023-08-05 06:38:39	Online	3	False	1	1	   Бассейн  	КРЕДИТНАЯ КАРТА
858	93	Several Inn	143	Superior	с. Норильск, пр. Гоголя, д. 6 стр. 239, 796481	3577.64	False	True	2023-02-12 03:09:38	2023-02-20 03:09:38	Online	2	False	2	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
859	59	Attack Lodge	62	Superior	г. Ершов, бул. Хвойный, д. 3/4 к. 3, 829859	6012.46	False	True	2023-07-19 14:01:42	2023-07-21 14:01:42	Online	5	False	1	1	   Бассейн  	БАНКОВСКИЙ ПЕРЕВОД
860	61	Their Lodge	98	Standard	д. Оленек, ул. Жданова, д. 479 стр. 51, 706307	2344.2	False	True	2023-07-11 17:26:36	2023-07-15 17:26:36	Phone	3	True	2	0	   Бассейн  	КРЕДИТНАЯ КАРТА
861	27	West Luxury Hotel	171	Standard	с. Норильск, пр. Гоголя, д. 6 стр. 239, 796481	4767.26	False	False	2023-10-12 13:05:48	2023-10-20 13:05:48	Online	4	False	2	2	Spa	КРЕДИТНАЯ КАРТА
862	49	Strategy Boutique Hotel	48	Suite	г. Петушки, ш. Февральское, д. 89 стр. 1, 078202	2000.0	False	False	2023-12-01 09:04:51	2023-12-03 09:04:51	Phone	1	False	3	2	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
863	7	Yet Resort	70	Standard	с. Гремячинск (Бурят.), ш. Ясное, д. 731 к. 470, 473778	4771.18	True	True	2023-01-01 16:02:07	2023-01-06 16:02:07	Travel Agency	3	True	1	2		ДЕБЕТОВАЯ КАРТА
864	79	Position Spa	70	Superior	ст. Быково (метеост.), алл. Вахитова, д. 362, 681947	2000.0	True	False	2023-04-09 19:02:16	2023-04-16 19:02:16	Travel Agency	9	False	3	2		НАЛИЧНЫЕ
865	37	Skin Lodge	173	Standard	п. Луга, пр. Урицкого, д. 1 к. 921, 738380	2000.0	False	False	2023-06-29 15:04:33	2023-07-04 15:04:33	Phone	6	True	3	0	   Бассейн  	КРЕДИТНАЯ КАРТА
866	41	Key Grand Hotel	56	Suite	к. Абакан, пер. Коммунаров, д. 641 стр. 903, 088714	5123.38	False	True	2023-04-10 05:23:50	2023-04-19 05:23:50	Online	1	False	1	1	Тренажёрный зал	ДЕБЕТОВАЯ КАРТА
867	99	Other Grand Hotel	145	Standard	с. Шадринск, пер. Омский, д. 26 к. 4/9, 639875	3218.42	False	False	2023-10-31 01:03:48	2023-11-07 01:03:48	Online	3	False	2	2	   Бассейн  	ДЕБЕТОВАЯ КАРТА
868	9	Mother Luxury Hotel	187	Superior	к. Пинега, ш. Магистральное, д. 135, 280639	7300.47	False	False	2023-06-14 04:15:33	2023-06-22 04:15:33	Online	4	True	2	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
869	47	Religious Boutique Hotel	70	Deluxe	д. Дербент, ул. Омская, д. 708 к. 55, 100235	4956.38	False	False	2023-06-09 10:29:46	2023-06-11 10:29:46	Online	3	True	1	0	   Бассейн  	КРЕДИТНАЯ КАРТА
870	100	Successful Resort	168	Superior	г. Дно, ул. Фабричная, д. 8 стр. 7, 880983	6428.56	False	False	2023-05-14 12:23:31	2023-05-17 12:23:31	Phone	3	False	3	2	Тренажёрный зал	КРЕДИТНАЯ КАРТА
871	78	Civil Inn	159	Standard	д. Шаховская, наб. 60 лет СССР, д. 10 к. 6/3, 761076	8279.19	False	True	2023-07-03 08:47:09	2023-07-09 08:47:09	Phone	4	False	2	1	   Бассейн  	ДЕБЕТОВАЯ КАРТА
872	44	Religious Boutique Hotel	118	Standard	к. Улан-Удэ, ш. Киевское, д. 6/5 стр. 5/5, 550301	2000.0	False	False	2023-09-23 17:55:38	2023-09-30 17:55:38	Phone	3	False	3	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
873	67	Page Hotel	199	Standard	п. Снежинск, бул. Шаумяна, д. 555 к. 321, 474975	5761.55	False	False	2023-12-14 21:09:17	2023-12-19 21:09:17	Phone	7	False	1	0	Spa	КРЕДИТНАЯ КАРТА
874	44	Hotel Hotel	25	Standard	п. Лотошино, бул. Кубанский, д. 847 стр. 9/1, 159410	5065.25	False	False	2023-02-18 23:35:46	2023-02-21 23:35:46	Online	5	False	1	0		ДЕБЕТОВАЯ КАРТА
875	32	Star Grand Hotel	23	Suite	п. Астрахань, ул. Прудная, д. 5/8, 875565	5355.91	False	False	2023-06-08 15:16:00	2023-06-13 15:16:00	Phone	4	True	1	2	Spa	КРЕДИТНАЯ КАРТА
876	97	Religious Boutique Hotel	125	Standard	п. Снежинск, бул. Шаумяна, д. 555 к. 321, 474975	2000.0	False	False	2023-11-27 23:13:21	2023-12-04 23:13:21	Online	3	False	1	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
877	53	Close Boutique Hotel	154	Suite	с. Шадринск, пер. Омский, д. 26 к. 4/9, 639875		True	False	2023-10-28 14:45:03	2023-11-05 14:45:03	Online	1	False	2	2	Тренажёрный зал	БАНКОВСКИЙ ПЕРЕВОД
878	93	Information Hotel	134	Superior	г. Мокшан, ш. Лунное, д. 211 к. 72, 867667	9352.89	False	False	2023-11-11 13:02:49	2023-11-16 13:02:49	Online	5	False	2	2	Spa	КРЕДИТНАЯ КАРТА
879	26	Truth Resort	141	Standard	с. Ребриха, пер. Фестивальный, д. 78, 488085	5502.92	True	False	2023-06-10 18:16:59	2023-06-11 18:16:59	Phone	5	False	2	1	   Бассейн  	КРЕДИТНАЯ КАРТА
880	37	West Luxury Hotel	196	Superior	г. Катав-Ивановск, бул. Ленинский, д. 4 к. 891, 811409	7168.55	False	True	2023-10-21 09:25:58	2023-10-23 09:25:58	Phone	5	False	3	0	Тренажёрный зал	КРЕДИТНАЯ КАРТА
881	6	Make Boutique Hotel	68	Superior	г. Ясный (Оренб.), ул. Томская, д. 1 стр. 77, 207153	6507.92	False	False	2023-08-15 23:35:30	2023-08-17 23:35:30	Online_mgnckh	4	True	3	1	Тренажёрный зал	КРЕДИТНАЯ КАРТА
882	18	Paper Resort	30	Standard	с. Ребриха, пер. Фестивальный, д. 78, 488085	10137.67	False	False	2023-07-03 21:45:59	2023-07-08 21:45:59	Online	3	False	1	2		КРЕДИТНАЯ КАРТА
883	6	Recent Luxury Hotel	99	Superior	с. Устюжна, пер. Пионерский, д. 8/3, 813271	4537.38	False	True	2023-08-28 05:07:55	2023-09-01 05:07:55	Online	4	False	1	0	   Бассейн  	КРЕДИТНАЯ КАРТА
884	16	Product Inn	171	Suite	г. Ясный (Оренб.), ул. Томская, д. 1 стр. 77, 207153	2764.26	True	False	2023-08-30 15:48:34	2023-08-31 15:48:34	Online	2	False	3	1		ДЕБЕТОВАЯ КАРТА
885	17	Whatever Boutique Hotel	25	Suite	г. Дно, ул. Фабричная, д. 8 стр. 7, 880983	2161.98	False	False	2023-05-30 15:11:38	2023-06-01 15:11:38	Online_wlsFMM	3	False	1	1	   Бассейн  	КРЕДИТНАЯ КАРТА
